file,class,method,variable,usage
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\util\CacheGlobal.java,tcc.legado.util.CacheGlobal,setAnoCorrente/1[int],ano,1
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\ejb\livro\LivroEJB.java,tcc.legado.ejb.livro.LivroEJB,buscarPorId/1[java.lang.Long],id,1
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\ejb\livro\LivroEJB.java,tcc.legado.ejb.livro.LivroEJB,atualizar/1[tcc.legado.model.Livro],livro,2
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\ejb\livro\LivroEJB.java,tcc.legado.ejb.livro.LivroEJB,excluir/1[java.lang.Long],id,2
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\ejb\livro\LivroEJB.java,tcc.legado.ejb.livro.LivroEJB,salvar/1[tcc.legado.model.Livro],livro,3
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\action\EmprestimoAction.java,tcc.legado.action.EmprestimoAction,"novo/4[tcc.legado.action.ActionMapping,tcc.legado.action.ActionForm,tcc.legado.action.HttpServletRequest,tcc.legado.action.HttpServletResponse]",request,3
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\action\EmprestimoAction.java,tcc.legado.action.EmprestimoAction,"novo/4[tcc.legado.action.ActionMapping,tcc.legado.action.ActionForm,tcc.legado.action.HttpServletRequest,tcc.legado.action.HttpServletResponse]",mapping,2
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\action\EmprestimoAction.java,tcc.legado.action.EmprestimoAction,"novo/4[tcc.legado.action.ActionMapping,tcc.legado.action.ActionForm,tcc.legado.action.HttpServletRequest,tcc.legado.action.HttpServletResponse]",form,0
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\action\EmprestimoAction.java,tcc.legado.action.EmprestimoAction,"novo/4[tcc.legado.action.ActionMapping,tcc.legado.action.ActionForm,tcc.legado.action.HttpServletRequest,tcc.legado.action.HttpServletResponse]",e,1
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\action\EmprestimoAction.java,tcc.legado.action.EmprestimoAction,"novo/4[tcc.legado.action.ActionMapping,tcc.legado.action.ActionForm,tcc.legado.action.HttpServletRequest,tcc.legado.action.HttpServletResponse]",response,0
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\action\EmprestimoAction.java,tcc.legado.action.EmprestimoAction,"novo/4[tcc.legado.action.ActionMapping,tcc.legado.action.ActionForm,tcc.legado.action.HttpServletRequest,tcc.legado.action.HttpServletResponse]",usuarioDAO,1
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\action\EmprestimoAction.java,tcc.legado.action.EmprestimoAction,"novo/4[tcc.legado.action.ActionMapping,tcc.legado.action.ActionForm,tcc.legado.action.HttpServletRequest,tcc.legado.action.HttpServletResponse]",livroDAO,1
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\action\EmprestimoAction.java,tcc.legado.action.EmprestimoAction,"realizar/4[tcc.legado.action.ActionMapping,tcc.legado.action.ActionForm,tcc.legado.action.HttpServletRequest,tcc.legado.action.HttpServletResponse]",request,8
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\action\EmprestimoAction.java,tcc.legado.action.EmprestimoAction,"realizar/4[tcc.legado.action.ActionMapping,tcc.legado.action.ActionForm,tcc.legado.action.HttpServletRequest,tcc.legado.action.HttpServletResponse]",mapping,5
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\action\EmprestimoAction.java,tcc.legado.action.EmprestimoAction,"realizar/4[tcc.legado.action.ActionMapping,tcc.legado.action.ActionForm,tcc.legado.action.HttpServletRequest,tcc.legado.action.HttpServletResponse]",form,1
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\action\EmprestimoAction.java,tcc.legado.action.EmprestimoAction,"realizar/4[tcc.legado.action.ActionMapping,tcc.legado.action.ActionForm,tcc.legado.action.HttpServletRequest,tcc.legado.action.HttpServletResponse]",e,2
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\action\EmprestimoAction.java,tcc.legado.action.EmprestimoAction,"realizar/4[tcc.legado.action.ActionMapping,tcc.legado.action.ActionForm,tcc.legado.action.HttpServletRequest,tcc.legado.action.HttpServletResponse]",response,1
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\action\EmprestimoAction.java,tcc.legado.action.EmprestimoAction,"realizar/4[tcc.legado.action.ActionMapping,tcc.legado.action.ActionForm,tcc.legado.action.HttpServletRequest,tcc.legado.action.HttpServletResponse]",matricula,3
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\action\EmprestimoAction.java,tcc.legado.action.EmprestimoAction,"realizar/4[tcc.legado.action.ActionMapping,tcc.legado.action.ActionForm,tcc.legado.action.HttpServletRequest,tcc.legado.action.HttpServletResponse]",idLivro,1
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\action\EmprestimoAction.java,tcc.legado.action.EmprestimoAction,"realizar/4[tcc.legado.action.ActionMapping,tcc.legado.action.ActionForm,tcc.legado.action.HttpServletRequest,tcc.legado.action.HttpServletResponse]",emp,1
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\action\EmprestimoAction.java,tcc.legado.action.EmprestimoAction,"realizar/4[tcc.legado.action.ActionMapping,tcc.legado.action.ActionForm,tcc.legado.action.HttpServletRequest,tcc.legado.action.HttpServletResponse]",ejb,1
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\action\EmprestimoAction.java,tcc.legado.action.EmprestimoAction,"realizar/4[tcc.legado.action.ActionMapping,tcc.legado.action.ActionForm,tcc.legado.action.HttpServletRequest,tcc.legado.action.HttpServletResponse]",idLivroStr,3
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\action\EmprestimoAction.java,tcc.legado.action.EmprestimoAction,"devolver/4[tcc.legado.action.ActionMapping,tcc.legado.action.ActionForm,tcc.legado.action.HttpServletRequest,tcc.legado.action.HttpServletResponse]",idStr,3
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\action\EmprestimoAction.java,tcc.legado.action.EmprestimoAction,"devolver/4[tcc.legado.action.ActionMapping,tcc.legado.action.ActionForm,tcc.legado.action.HttpServletRequest,tcc.legado.action.HttpServletResponse]",request,6
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\action\EmprestimoAction.java,tcc.legado.action.EmprestimoAction,"devolver/4[tcc.legado.action.ActionMapping,tcc.legado.action.ActionForm,tcc.legado.action.HttpServletRequest,tcc.legado.action.HttpServletResponse]",mapping,4
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\action\EmprestimoAction.java,tcc.legado.action.EmprestimoAction,"devolver/4[tcc.legado.action.ActionMapping,tcc.legado.action.ActionForm,tcc.legado.action.HttpServletRequest,tcc.legado.action.HttpServletResponse]",form,1
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\action\EmprestimoAction.java,tcc.legado.action.EmprestimoAction,"devolver/4[tcc.legado.action.ActionMapping,tcc.legado.action.ActionForm,tcc.legado.action.HttpServletRequest,tcc.legado.action.HttpServletResponse]",e,2
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\action\EmprestimoAction.java,tcc.legado.action.EmprestimoAction,"devolver/4[tcc.legado.action.ActionMapping,tcc.legado.action.ActionForm,tcc.legado.action.HttpServletRequest,tcc.legado.action.HttpServletResponse]",response,1
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\action\EmprestimoAction.java,tcc.legado.action.EmprestimoAction,"devolver/4[tcc.legado.action.ActionMapping,tcc.legado.action.ActionForm,tcc.legado.action.HttpServletRequest,tcc.legado.action.HttpServletResponse]",id,1
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\action\EmprestimoAction.java,tcc.legado.action.EmprestimoAction,"devolver/4[tcc.legado.action.ActionMapping,tcc.legado.action.ActionForm,tcc.legado.action.HttpServletRequest,tcc.legado.action.HttpServletResponse]",ejb,1
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\action\EmprestimoAction.java,tcc.legado.action.EmprestimoAction,"voltar/4[tcc.legado.action.ActionMapping,tcc.legado.action.ActionForm,tcc.legado.action.HttpServletRequest,tcc.legado.action.HttpServletResponse]",request,0
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\action\EmprestimoAction.java,tcc.legado.action.EmprestimoAction,"voltar/4[tcc.legado.action.ActionMapping,tcc.legado.action.ActionForm,tcc.legado.action.HttpServletRequest,tcc.legado.action.HttpServletResponse]",mapping,1
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\action\EmprestimoAction.java,tcc.legado.action.EmprestimoAction,"voltar/4[tcc.legado.action.ActionMapping,tcc.legado.action.ActionForm,tcc.legado.action.HttpServletRequest,tcc.legado.action.HttpServletResponse]",form,0
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\action\EmprestimoAction.java,tcc.legado.action.EmprestimoAction,"voltar/4[tcc.legado.action.ActionMapping,tcc.legado.action.ActionForm,tcc.legado.action.HttpServletRequest,tcc.legado.action.HttpServletResponse]",response,0
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\action\EmprestimoAction.java,tcc.legado.action.EmprestimoAction,"detalhar/4[tcc.legado.action.ActionMapping,tcc.legado.action.ActionForm,tcc.legado.action.HttpServletRequest,tcc.legado.action.HttpServletResponse]",idStr,3
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\action\EmprestimoAction.java,tcc.legado.action.EmprestimoAction,"detalhar/4[tcc.legado.action.ActionMapping,tcc.legado.action.ActionForm,tcc.legado.action.HttpServletRequest,tcc.legado.action.HttpServletResponse]",request,6
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\action\EmprestimoAction.java,tcc.legado.action.EmprestimoAction,"detalhar/4[tcc.legado.action.ActionMapping,tcc.legado.action.ActionForm,tcc.legado.action.HttpServletRequest,tcc.legado.action.HttpServletResponse]",mapping,3
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\action\EmprestimoAction.java,tcc.legado.action.EmprestimoAction,"detalhar/4[tcc.legado.action.ActionMapping,tcc.legado.action.ActionForm,tcc.legado.action.HttpServletRequest,tcc.legado.action.HttpServletResponse]",form,0
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\action\EmprestimoAction.java,tcc.legado.action.EmprestimoAction,"detalhar/4[tcc.legado.action.ActionMapping,tcc.legado.action.ActionForm,tcc.legado.action.HttpServletRequest,tcc.legado.action.HttpServletResponse]",livro,1
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\action\EmprestimoAction.java,tcc.legado.action.EmprestimoAction,"detalhar/4[tcc.legado.action.ActionMapping,tcc.legado.action.ActionForm,tcc.legado.action.HttpServletRequest,tcc.legado.action.HttpServletResponse]",response,0
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\action\EmprestimoAction.java,tcc.legado.action.EmprestimoAction,"detalhar/4[tcc.legado.action.ActionMapping,tcc.legado.action.ActionForm,tcc.legado.action.HttpServletRequest,tcc.legado.action.HttpServletResponse]",emp,4
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\action\EmprestimoAction.java,tcc.legado.action.EmprestimoAction,"detalhar/4[tcc.legado.action.ActionMapping,tcc.legado.action.ActionForm,tcc.legado.action.HttpServletRequest,tcc.legado.action.HttpServletResponse]",usuario,1
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\action\EmprestimoAction.java,tcc.legado.action.EmprestimoAction,"detalhar/4[tcc.legado.action.ActionMapping,tcc.legado.action.ActionForm,tcc.legado.action.HttpServletRequest,tcc.legado.action.HttpServletResponse]",id,1
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\action\EmprestimoAction.java,tcc.legado.action.EmprestimoAction,"detalhar/4[tcc.legado.action.ActionMapping,tcc.legado.action.ActionForm,tcc.legado.action.HttpServletRequest,tcc.legado.action.HttpServletResponse]",ejb,1
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\action\EmprestimoAction.java,tcc.legado.action.EmprestimoAction,"detalhar/4[tcc.legado.action.ActionMapping,tcc.legado.action.ActionForm,tcc.legado.action.HttpServletRequest,tcc.legado.action.HttpServletResponse]",usuarioDAO,1
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\action\EmprestimoAction.java,tcc.legado.action.EmprestimoAction,"detalhar/4[tcc.legado.action.ActionMapping,tcc.legado.action.ActionForm,tcc.legado.action.HttpServletRequest,tcc.legado.action.HttpServletResponse]",livroDAO,1
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\action\EmprestimoAction.java,tcc.legado.action.EmprestimoAction,getEmprestimoEJB/0,ctx,1
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\action\EmprestimoAction.java,tcc.legado.action.EmprestimoAction,"listar/4[tcc.legado.action.ActionMapping,tcc.legado.action.ActionForm,tcc.legado.action.HttpServletRequest,tcc.legado.action.HttpServletResponse]",lista,1
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\action\EmprestimoAction.java,tcc.legado.action.EmprestimoAction,"listar/4[tcc.legado.action.ActionMapping,tcc.legado.action.ActionForm,tcc.legado.action.HttpServletRequest,tcc.legado.action.HttpServletResponse]",request,2
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\action\EmprestimoAction.java,tcc.legado.action.EmprestimoAction,"listar/4[tcc.legado.action.ActionMapping,tcc.legado.action.ActionForm,tcc.legado.action.HttpServletRequest,tcc.legado.action.HttpServletResponse]",mapping,2
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\action\EmprestimoAction.java,tcc.legado.action.EmprestimoAction,"listar/4[tcc.legado.action.ActionMapping,tcc.legado.action.ActionForm,tcc.legado.action.HttpServletRequest,tcc.legado.action.HttpServletResponse]",form,0
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\action\EmprestimoAction.java,tcc.legado.action.EmprestimoAction,"listar/4[tcc.legado.action.ActionMapping,tcc.legado.action.ActionForm,tcc.legado.action.HttpServletRequest,tcc.legado.action.HttpServletResponse]",e,1
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\action\EmprestimoAction.java,tcc.legado.action.EmprestimoAction,"listar/4[tcc.legado.action.ActionMapping,tcc.legado.action.ActionForm,tcc.legado.action.HttpServletRequest,tcc.legado.action.HttpServletResponse]",response,0
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\action\EmprestimoAction.java,tcc.legado.action.EmprestimoAction,"listar/4[tcc.legado.action.ActionMapping,tcc.legado.action.ActionForm,tcc.legado.action.HttpServletRequest,tcc.legado.action.HttpServletResponse]",ejb,1
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\action\EmprestimoAction.java,tcc.legado.action.EmprestimoAction,"devolverForm/4[tcc.legado.action.ActionMapping,tcc.legado.action.ActionForm,tcc.legado.action.HttpServletRequest,tcc.legado.action.HttpServletResponse]",request,2
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\action\EmprestimoAction.java,tcc.legado.action.EmprestimoAction,"devolverForm/4[tcc.legado.action.ActionMapping,tcc.legado.action.ActionForm,tcc.legado.action.HttpServletRequest,tcc.legado.action.HttpServletResponse]",mapping,2
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\action\EmprestimoAction.java,tcc.legado.action.EmprestimoAction,"devolverForm/4[tcc.legado.action.ActionMapping,tcc.legado.action.ActionForm,tcc.legado.action.HttpServletRequest,tcc.legado.action.HttpServletResponse]",form,0
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\action\EmprestimoAction.java,tcc.legado.action.EmprestimoAction,"devolverForm/4[tcc.legado.action.ActionMapping,tcc.legado.action.ActionForm,tcc.legado.action.HttpServletRequest,tcc.legado.action.HttpServletResponse]",e,3
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\action\EmprestimoAction.java,tcc.legado.action.EmprestimoAction,"devolverForm/4[tcc.legado.action.ActionMapping,tcc.legado.action.ActionForm,tcc.legado.action.HttpServletRequest,tcc.legado.action.HttpServletResponse]",response,0
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\action\EmprestimoAction.java,tcc.legado.action.EmprestimoAction,"devolverForm/4[tcc.legado.action.ActionMapping,tcc.legado.action.ActionForm,tcc.legado.action.HttpServletRequest,tcc.legado.action.HttpServletResponse]",ejb,1
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\action\EmprestimoAction.java,tcc.legado.action.EmprestimoAction,"devolverForm/4[tcc.legado.action.ActionMapping,tcc.legado.action.ActionForm,tcc.legado.action.HttpServletRequest,tcc.legado.action.HttpServletResponse]",ativos,1
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\job\QuartzInitializer.java,tcc.legado.job.QuartzInitializer,agendarJobs/1[tcc.legado.job.Scheduler],scheduler,2
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\job\QuartzInitializer.java,tcc.legado.job.QuartzInitializer,agendarJobs/1[tcc.legado.job.Scheduler],multaTrigger,1
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\job\QuartzInitializer.java,tcc.legado.job.QuartzInitializer,agendarJobs/1[tcc.legado.job.Scheduler],multaJob,1
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\job\QuartzInitializer.java,tcc.legado.job.QuartzInitializer,agendarJobs/1[tcc.legado.job.Scheduler],destaqueTrigger,1
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\job\QuartzInitializer.java,tcc.legado.job.QuartzInitializer,agendarJobs/1[tcc.legado.job.Scheduler],destaqueJob,1
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\job\QuartzInitializer.java,tcc.legado.job.QuartzInitializer,init/0,scheduler,2
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\job\QuartzInitializer.java,tcc.legado.job.QuartzInitializer,init/0,e,2
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\ejb\auth\AuthEJB.java,tcc.legado.ejb.auth.AuthEJB,"autenticar/2[java.lang.String,java.lang.String]",senha,1
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\ejb\auth\AuthEJB.java,tcc.legado.ejb.auth.AuthEJB,"autenticar/2[java.lang.String,java.lang.String]",matricula,2
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\service\LivroDestaqueService.java,tcc.legado.service.LivroDestaqueService,atualizar/1[tcc.legado.model.LivroDestaque],livroDestaque,3
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\service\LivroDestaqueService.java,tcc.legado.service.LivroDestaqueService,salvar/1[tcc.legado.model.LivroDestaque],livroDestaque,2
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\service\LivroDestaqueService.java,tcc.legado.service.LivroDestaqueService,validar/1[tcc.legado.model.LivroDestaque],livroDestaque,8
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\service\LivroDestaqueService.java,tcc.legado.service.LivroDestaqueService,excluir/1[java.lang.Long],id,3
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\service\LivroDestaqueService.java,tcc.legado.service.LivroDestaqueService,buscarPorId/1[java.lang.Long],id,3
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\service\LivroDestaqueService.java,tcc.legado.service.LivroDestaqueService,visualizar/1[java.lang.Long],id,3
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\service\AuthService.java,tcc.legado.service.AuthService,"autenticar/2[java.lang.String,java.lang.String]",senha,3
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\service\AuthService.java,tcc.legado.service.AuthService,"autenticar/2[java.lang.String,java.lang.String]",matricula,3
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\dao\UsuarioDAO.java,tcc.legado.dao.UsuarioDAO,buscarPorId/1[java.lang.Long],rs,6
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\dao\UsuarioDAO.java,tcc.legado.dao.UsuarioDAO,buscarPorId/1[java.lang.Long],conn,1
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\dao\UsuarioDAO.java,tcc.legado.dao.UsuarioDAO,buscarPorId/1[java.lang.Long],ps,2
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\dao\UsuarioDAO.java,tcc.legado.dao.UsuarioDAO,buscarPorId/1[java.lang.Long],u,6
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\dao\UsuarioDAO.java,tcc.legado.dao.UsuarioDAO,buscarPorId/1[java.lang.Long],e,1
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\dao\UsuarioDAO.java,tcc.legado.dao.UsuarioDAO,buscarPorId/1[java.lang.Long],id,1
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\dao\UsuarioDAO.java,tcc.legado.dao.UsuarioDAO,buscarPorId/1[java.lang.Long],sql,1
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\dao\UsuarioDAO.java,tcc.legado.dao.UsuarioDAO,excluir/1[java.lang.Long],conn,1
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\dao\UsuarioDAO.java,tcc.legado.dao.UsuarioDAO,excluir/1[java.lang.Long],ps,2
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\dao\UsuarioDAO.java,tcc.legado.dao.UsuarioDAO,excluir/1[java.lang.Long],e,1
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\dao\UsuarioDAO.java,tcc.legado.dao.UsuarioDAO,excluir/1[java.lang.Long],id,1
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\dao\UsuarioDAO.java,tcc.legado.dao.UsuarioDAO,excluir/1[java.lang.Long],sql,1
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\dao\UsuarioDAO.java,tcc.legado.dao.UsuarioDAO,listarTodos/0,rs,6
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\dao\UsuarioDAO.java,tcc.legado.dao.UsuarioDAO,listarTodos/0,conn,1
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\dao\UsuarioDAO.java,tcc.legado.dao.UsuarioDAO,listarTodos/0,u,6
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\dao\UsuarioDAO.java,tcc.legado.dao.UsuarioDAO,listarTodos/0,e,1
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\dao\UsuarioDAO.java,tcc.legado.dao.UsuarioDAO,listarTodos/0,usuarios,2
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\dao\UsuarioDAO.java,tcc.legado.dao.UsuarioDAO,listarTodos/0,stmt,1
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\dao\UsuarioDAO.java,tcc.legado.dao.UsuarioDAO,listarTodos/0,sql,1
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\dao\UsuarioDAO.java,tcc.legado.dao.UsuarioDAO,buscarPorMatricula/1[java.lang.String],rs,6
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\dao\UsuarioDAO.java,tcc.legado.dao.UsuarioDAO,buscarPorMatricula/1[java.lang.String],conn,1
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\dao\UsuarioDAO.java,tcc.legado.dao.UsuarioDAO,buscarPorMatricula/1[java.lang.String],ps,2
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\dao\UsuarioDAO.java,tcc.legado.dao.UsuarioDAO,buscarPorMatricula/1[java.lang.String],u,6
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\dao\UsuarioDAO.java,tcc.legado.dao.UsuarioDAO,buscarPorMatricula/1[java.lang.String],e,1
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\dao\UsuarioDAO.java,tcc.legado.dao.UsuarioDAO,buscarPorMatricula/1[java.lang.String],matricula,1
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\dao\UsuarioDAO.java,tcc.legado.dao.UsuarioDAO,buscarPorMatricula/1[java.lang.String],sql,1
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\dao\UsuarioDAO.java,tcc.legado.dao.UsuarioDAO,salvar/1[tcc.legado.model.Usuario],rs,2
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\dao\UsuarioDAO.java,tcc.legado.dao.UsuarioDAO,salvar/1[tcc.legado.model.Usuario],conn,1
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\dao\UsuarioDAO.java,tcc.legado.dao.UsuarioDAO,salvar/1[tcc.legado.model.Usuario],ps,6
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\dao\UsuarioDAO.java,tcc.legado.dao.UsuarioDAO,salvar/1[tcc.legado.model.Usuario],e,1
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\dao\UsuarioDAO.java,tcc.legado.dao.UsuarioDAO,salvar/1[tcc.legado.model.Usuario],usuario,5
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\dao\UsuarioDAO.java,tcc.legado.dao.UsuarioDAO,salvar/1[tcc.legado.model.Usuario],sql,1
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\dao\UsuarioDAO.java,tcc.legado.dao.UsuarioDAO,atualizar/1[tcc.legado.model.Usuario],conn,1
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\dao\UsuarioDAO.java,tcc.legado.dao.UsuarioDAO,atualizar/1[tcc.legado.model.Usuario],ps,5
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\dao\UsuarioDAO.java,tcc.legado.dao.UsuarioDAO,atualizar/1[tcc.legado.model.Usuario],e,1
