file,class,method,constructor,line,cbo,cboModified,fanin,fanout,wmc,rfc,loc,returnsQty,variablesQty,parametersQty,methodsInvokedQty,methodsInvokedLocalQty,methodsInvokedIndirectLocalQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,hasJavaDoc
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\model\LivroDestaque.java,tcc.legado.model.LivroDestaque,getDataInicio/0,false,82,0,2,2,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,false
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\action\LivroAction.java,tcc.legado.action.LivroAction,getLivroEJB/0,false,20,1,5,5,0,1,1,5,1,2,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,14,2,0,false
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\action\LivroAction.java,tcc.legado.action.LivroAction,"listar/4[tcc.legado.action.ActionMapping,tcc.legado.action.ActionForm,tcc.legado.action.HttpServletRequest,tcc.legado.action.HttpServletResponse]",false,31,8,4,2,2,1,4,6,1,2,4,4,1,1,0,0,0,0,2,0,2,0,0,0,0,0,14,1,0,false
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\action\LivroAction.java,tcc.legado.action.LivroAction,"salvar/4[tcc.legado.action.ActionMapping,tcc.legado.action.ActionForm,tcc.legado.action.HttpServletRequest,tcc.legado.action.HttpServletResponse]",false,50,8,14,0,14,11,20,41,3,9,4,20,3,2,0,5,0,0,17,0,9,0,1,0,0,0,35,1,0,false
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\action\LivroAction.java,tcc.legado.action.LivroAction,"detalhar/4[tcc.legado.action.ActionMapping,tcc.legado.action.ActionForm,tcc.legado.action.HttpServletRequest,tcc.legado.action.HttpServletResponse]",false,138,8,2,0,2,4,8,16,3,4,4,8,1,1,0,2,0,0,9,0,4,0,1,0,0,0,17,1,0,false
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\action\LivroAction.java,tcc.legado.action.LivroAction,checarAutenticacao/1[tcc.legado.action.HttpServletRequest],false,25,2,3,3,0,1,3,5,1,2,1,3,0,0,0,0,0,0,2,0,2,0,0,0,0,0,10,2,0,false
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\action\LivroAction.java,tcc.legado.action.LivroAction,"novo/4[tcc.legado.action.ActionMapping,tcc.legado.action.ActionForm,tcc.legado.action.HttpServletRequest,tcc.legado.action.HttpServletResponse]",false,41,5,0,0,0,1,1,3,1,0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,1,0,false
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\action\LivroAction.java,tcc.legado.action.LivroAction,"voltar/4[tcc.legado.action.ActionMapping,tcc.legado.action.ActionForm,tcc.legado.action.HttpServletRequest,tcc.legado.action.HttpServletResponse]",false,46,5,0,0,0,1,1,3,1,0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,1,0,false
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\action\LivroAction.java,tcc.legado.action.LivroAction,"editar/4[tcc.legado.action.ActionMapping,tcc.legado.action.ActionForm,tcc.legado.action.HttpServletRequest,tcc.legado.action.HttpServletResponse]",false,98,8,3,0,3,3,7,16,3,4,4,7,2,1,0,1,0,0,9,0,4,0,1,0,0,0,25,1,0,false
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\action\LivroAction.java,tcc.legado.action.LivroAction,"excluir/4[tcc.legado.action.ActionMapping,tcc.legado.action.ActionForm,tcc.legado.action.HttpServletRequest,tcc.legado.action.HttpServletResponse]",false,118,7,4,0,4,3,8,16,3,3,4,8,3,2,0,1,0,0,9,0,3,0,1,0,0,0,28,1,0,false
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\model\Usuario.java,tcc.legado.model.Usuario,setNome/1[java.lang.String],false,34,0,5,5,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,false
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\model\Usuario.java,tcc.legado.model.Usuario,setEmail/1[java.lang.String],false,50,0,5,5,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,false
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\model\Usuario.java,tcc.legado.model.Usuario,getTipo/0,false,54,0,7,7,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\model\Usuario.java,tcc.legado.model.Usuario,setId/1[java.lang.Long],false,26,0,6,6,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,false
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\model\Usuario.java,tcc.legado.model.Usuario,"Usuario/5[java.lang.Long,java.lang.String,java.lang.String,java.lang.String,java.lang.String]",true,14,0,0,0,0,1,0,7,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,1,0,false
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\model\Usuario.java,tcc.legado.model.Usuario,setMatricula/1[java.lang.String],false,42,0,5,5,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,false
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\model\Usuario.java,tcc.legado.model.Usuario,Usuario/0,true,11,0,5,5,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,false
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\model\Usuario.java,tcc.legado.model.Usuario,getId/0,false,22,0,6,6,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,false
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\model\Usuario.java,tcc.legado.model.Usuario,getMatricula/0,false,38,0,4,4,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\model\Usuario.java,tcc.legado.model.Usuario,toString/0,false,71,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,7,0,0,2,0,0,0,0,8,1,0,false
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\model\Usuario.java,tcc.legado.model.Usuario,getPerfil/0,false,58,0,1,1,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\model\Usuario.java,tcc.legado.model.Usuario,getNome/0,false,30,0,5,5,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\model\Usuario.java,tcc.legado.model.Usuario,setPerfil/1[java.lang.String],false,62,0,1,1,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,false
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\model\Usuario.java,tcc.legado.model.Usuario,getEmail/0,false,46,0,2,2,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\model\Usuario.java,tcc.legado.model.Usuario,setTipo/1[java.lang.String],false,66,0,5,5,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,false
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\ejb\destaque\ILivroDestaqueEJB.java,tcc.legado.ejb.destaque.ILivroDestaqueEJB,listarAtivos/0,false,8,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,false
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\ejb\destaque\ILivroDestaqueEJB.java,tcc.legado.ejb.destaque.ILivroDestaqueEJB,atualizar/1[tcc.legado.model.LivroDestaque],false,11,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,false
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\ejb\destaque\ILivroDestaqueEJB.java,tcc.legado.ejb.destaque.ILivroDestaqueEJB,excluir/1[java.lang.Long],false,12,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,false
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\ejb\destaque\ILivroDestaqueEJB.java,tcc.legado.ejb.destaque.ILivroDestaqueEJB,visualizar/1[java.lang.Long],false,13,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,false
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\ejb\destaque\ILivroDestaqueEJB.java,tcc.legado.ejb.destaque.ILivroDestaqueEJB,buscarPorId/1[java.lang.Long],false,9,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,false
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\ejb\destaque\ILivroDestaqueEJB.java,tcc.legado.ejb.destaque.ILivroDestaqueEJB,salvar/1[tcc.legado.model.LivroDestaque],false,10,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,false
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\ejb\destaque\ILivroDestaqueEJB.java,tcc.legado.ejb.destaque.ILivroDestaqueEJB,listarTodos/0,false,7,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,false
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\util\CacheGlobal.java,tcc.legado.util.CacheGlobal,get/1[java.lang.String],false,25,0,3,3,0,1,1,5,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,9,0,false
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\util\CacheGlobal.java,tcc.legado.util.CacheGlobal,"put/2[java.lang.String,java.lang.Object]",false,19,0,3,3,0,1,1,5,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,9,0,false
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\util\CacheGlobal.java,tcc.legado.util.CacheGlobal,getAnoCorrente/0,false,40,1,3,2,1,1,1,3,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,3,9,0,false
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\util\CacheGlobal.java,tcc.legado.util.CacheGlobal,(initializer 1),false,13,0,0,0,0,1,3,4,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,8,0,false
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\util\CacheGlobal.java,tcc.legado.util.CacheGlobal,setFeriados/1[java.util.List<java.time.LocalDate>],false,36,1,3,2,1,1,1,3,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,4,9,0,false
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\util\CacheGlobal.java,tcc.legado.util.CacheGlobal,setAnoCorrente/1[int],false,44,1,3,2,1,1,1,3,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,5,9,0,false
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\util\CacheGlobal.java,tcc.legado.util.CacheGlobal,getFeriados/0,false,32,1,3,2,1,1,1,3,1,0,0,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,2,9,0,false
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\ejb\livro\LivroEJB.java,tcc.legado.ejb.livro.LivroEJB,listarTodos/0,false,48,2,1,0,1,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,false
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\ejb\livro\LivroEJB.java,tcc.legado.ejb.livro.LivroEJB,buscarPorId/1[java.lang.Long],false,53,2,1,0,1,1,1,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,false
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\ejb\livro\LivroEJB.java,tcc.legado.ejb.livro.LivroEJB,atualizar/1[tcc.legado.model.Livro],false,30,3,2,0,2,2,2,6,0,0,1,2,0,0,0,1,0,0,1,0,0,0,1,0,0,0,7,1,0,false
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\ejb\livro\LivroEJB.java,tcc.legado.ejb.livro.LivroEJB,excluir/1[java.lang.Long],false,39,2,1,0,1,2,1,6,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,6,1,0,false
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\ejb\livro\LivroEJB.java,tcc.legado.ejb.livro.LivroEJB,salvar/1[tcc.legado.model.Livro],false,21,3,2,0,2,3,4,6,0,0,1,4,0,0,0,1,0,0,1,0,0,0,1,0,0,0,6,1,0,false
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\action\EmprestimoAction.java,tcc.legado.action.EmprestimoAction,"novo/4[tcc.legado.action.ActionMapping,tcc.legado.action.ActionForm,tcc.legado.action.HttpServletRequest,tcc.legado.action.HttpServletResponse]",false,30,7,4,0,4,2,5,13,2,2,4,5,0,0,0,0,1,0,6,0,2,1,1,0,0,0,16,1,0,false
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\action\EmprestimoAction.java,tcc.legado.action.EmprestimoAction,"realizar/4[tcc.legado.action.ActionMapping,tcc.legado.action.ActionForm,tcc.legado.action.HttpServletRequest,tcc.legado.action.HttpServletResponse]",false,45,8,4,0,4,7,11,27,5,5,4,11,2,2,0,2,1,0,15,0,5,1,1,0,0,0,30,1,0,false
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\action\EmprestimoAction.java,tcc.legado.action.EmprestimoAction,"devolver/4[tcc.legado.action.ActionMapping,tcc.legado.action.ActionForm,tcc.legado.action.HttpServletRequest,tcc.legado.action.HttpServletResponse]",false,106,7,3,0,3,5,10,22,4,3,4,10,2,2,0,1,1,0,11,0,3,0,1,0,0,0,25,1,0,false
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\action\EmprestimoAction.java,tcc.legado.action.EmprestimoAction,"voltar/4[tcc.legado.action.ActionMapping,tcc.legado.action.ActionForm,tcc.legado.action.HttpServletRequest,tcc.legado.action.HttpServletResponse]",false,129,5,0,0,0,1,1,3,1,0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,1,0,false
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\action\EmprestimoAction.java,tcc.legado.action.EmprestimoAction,"detalhar/4[tcc.legado.action.ActionMapping,tcc.legado.action.ActionForm,tcc.legado.action.HttpServletRequest,tcc.legado.action.HttpServletResponse]",false,134,12,8,0,8,4,12,22,3,8,4,12,1,1,0,2,0,0,11,0,8,0,1,0,0,0,25,1,0,false
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\action\EmprestimoAction.java,tcc.legado.action.EmprestimoAction,getEmprestimoEJB/0,false,23,1,5,5,0,1,1,4,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,12,2,0,false
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\action\EmprestimoAction.java,tcc.legado.action.EmprestimoAction,"listar/4[tcc.legado.action.ActionMapping,tcc.legado.action.ActionForm,tcc.legado.action.HttpServletRequest,tcc.legado.action.HttpServletResponse]",false,76,8,4,2,2,2,5,12,2,2,4,5,1,1,0,0,1,0,5,0,2,1,1,0,0,0,16,1,0,false
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\action\EmprestimoAction.java,tcc.legado.action.EmprestimoAction,"devolverForm/4[tcc.legado.action.ActionMapping,tcc.legado.action.ActionForm,tcc.legado.action.HttpServletRequest,tcc.legado.action.HttpServletResponse]",false,90,8,3,0,3,3,10,12,2,3,4,10,1,1,0,1,1,0,5,0,2,1,1,0,0,1,19,1,0,false
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\job\QuartzInitializer.java,tcc.legado.job.QuartzInitializer,agendarJobs/1[tcc.legado.job.Scheduler],false,43,5,1,1,0,1,8,9,0,4,1,8,0,0,0,0,0,0,11,0,4,0,0,0,0,0,16,2,1,false
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\job\QuartzInitializer.java,tcc.legado.job.QuartzInitializer,init/0,false,24,3,1,0,1,2,7,13,0,1,0,7,1,1,0,0,1,0,3,0,1,1,1,0,0,0,13,1,2,false
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\ejb\auth\AuthEJB.java,tcc.legado.ejb.auth.AuthEJB,"autenticar/2[java.lang.String,java.lang.String]",false,19,3,1,0,1,2,2,6,1,0,2,2,0,0,0,0,0,0,1,1,0,0,1,0,0,0,9,1,0,false
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\service\LivroDestaqueService.java,tcc.legado.service.LivroDestaqueService,atualizar/1[tcc.legado.model.LivroDestaque],false,36,3,4,1,3,2,3,7,0,0,1,3,1,1,0,1,0,0,1,0,0,0,1,0,0,0,9,1,0,false
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\service\LivroDestaqueService.java,tcc.legado.service.LivroDestaqueService,listarAtivos/0,false,20,2,2,1,1,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,false
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\service\LivroDestaqueService.java,tcc.legado.service.LivroDestaqueService,listarTodos/0,false,16,2,2,1,1,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,false
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\service\LivroDestaqueService.java,tcc.legado.service.LivroDestaqueService,salvar/1[tcc.legado.model.LivroDestaque],false,31,3,3,1,2,1,2,4,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,false
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\service\LivroDestaqueService.java,tcc.legado.service.LivroDestaqueService,validar/1[tcc.legado.model.LivroDestaque],false,58,1,5,2,3,9,5,14,0,0,1,5,0,0,0,4,0,1,4,3,0,0,1,0,0,0,12,2,0,false
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\service\LivroDestaqueService.java,tcc.legado.service.LivroDestaqueService,excluir/1[java.lang.Long],false,44,1,2,1,1,3,1,6,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,7,1,0,false
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\service\LivroDestaqueService.java,tcc.legado.service.LivroDestaqueService,buscarPorId/1[java.lang.Long],false,24,2,2,1,1,3,1,6,1,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,11,1,0,false
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\service\LivroDestaqueService.java,tcc.legado.service.LivroDestaqueService,visualizar/1[java.lang.Long],false,51,1,2,1,1,3,1,6,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,7,1,0,false
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\service\AuthService.java,tcc.legado.service.AuthService,"autenticar/2[java.lang.String,java.lang.String]",false,15,2,2,1,1,5,3,9,1,0,2,3,0,0,0,2,0,0,2,0,0,0,1,0,0,0,7,1,0,false
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\dao\UsuarioDAO.java,tcc.legado.dao.UsuarioDAO,buscarPorId/1[java.lang.Long],false,63,2,13,6,7,3,13,20,2,5,1,13,1,1,0,0,1,0,6,1,5,0,2,0,0,0,31,1,0,false
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\dao\UsuarioDAO.java,tcc.legado.dao.UsuarioDAO,excluir/1[java.lang.Long],false,116,1,2,1,1,2,5,10,0,3,1,5,1,1,0,0,1,0,1,1,3,0,1,0,0,0,23,1,0,false
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\dao\UsuarioDAO.java,tcc.legado.dao.UsuarioDAO,listarTodos/0,false,21,2,9,2,7,3,13,19,1,6,0,13,1,1,1,0,1,0,6,0,6,0,2,0,0,0,28,1,0,false
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\dao\UsuarioDAO.java,tcc.legado.dao.UsuarioDAO,buscarPorMatricula/1[java.lang.String],false,42,2,10,3,7,3,13,20,2,5,1,13,1,1,0,0,1,0,6,1,5,0,2,0,0,0,30,1,0,false
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\dao\UsuarioDAO.java,tcc.legado.dao.UsuarioDAO,salvar/1[tcc.legado.model.Usuario],false,84,2,7,1,6,3,13,17,0,4,1,13,1,1,0,0,1,0,1,5,4,0,2,0,0,0,27,1,0,false
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\dao\UsuarioDAO.java,tcc.legado.dao.UsuarioDAO,atualizar/1[tcc.legado.model.Usuario],false,102,2,6,1,5,2,10,13,0,3,1,10,1,1,0,0,1,0,1,4,3,0,1,0,0,0,24,1,0,false
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\dao\UsuarioDAO.java,tcc.legado.dao.UsuarioDAO,getConnection/0,false,11,0,6,6,0,2,3,9,1,0,0,3,0,0,0,0,1,0,4,0,0,0,1,0,0,0,10,2,0,false
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\ejb\usuario\IUsuarioEJB.java,tcc.legado.ejb.usuario.IUsuarioEJB,buscarPorMatricula/1[java.lang.String],false,9,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,false
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\ejb\usuario\IUsuarioEJB.java,tcc.legado.ejb.usuario.IUsuarioEJB,salvar/1[tcc.legado.model.Usuario],false,10,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,false
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\ejb\usuario\IUsuarioEJB.java,tcc.legado.ejb.usuario.IUsuarioEJB,atualizar/1[tcc.legado.model.Usuario],false,11,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,false
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\ejb\usuario\IUsuarioEJB.java,tcc.legado.ejb.usuario.IUsuarioEJB,excluir/1[java.lang.Long],false,12,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,false
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\ejb\usuario\IUsuarioEJB.java,tcc.legado.ejb.usuario.IUsuarioEJB,buscarPorId/1[java.lang.Long],false,8,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,false
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\ejb\usuario\IUsuarioEJB.java,tcc.legado.ejb.usuario.IUsuarioEJB,listarTodos/0,false,7,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,false
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\filter\AuthFilter.java,tcc.legado.filter.AuthFilter,extrairDominio/1[java.lang.String],false,91,0,1,1,0,5,1,7,5,0,1,1,0,0,0,0,0,0,8,0,0,0,1,0,0,0,4,2,0,false
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\filter\AuthFilter.java,tcc.legado.filter.AuthFilter,"temPermissao/3[java.lang.String,java.lang.String,java.lang.String]",false,68,3,4,1,3,3,5,8,3,3,3,5,1,2,0,2,0,0,0,0,3,0,1,0,0,0,13,2,0,false
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\filter\AuthFilter.java,tcc.legado.filter.AuthFilter,"doFilter/3[tcc.legado.filter.ServletRequest,tcc.legado.filter.ServletResponse,tcc.legado.filter.FilterChain]",false,18,7,1,0,1,20,14,29,4,7,3,14,1,3,0,2,0,0,23,0,7,3,2,0,0,0,29,1,0,false
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\filter\AuthFilter.java,tcc.legado.filter.AuthFilter,mapearMetodo/1[java.lang.String],false,99,0,1,1,0,12,0,16,12,0,1,0,0,0,0,1,0,0,20,0,0,0,1,0,0,0,4,2,0,false
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\filter\AuthFilter.java,tcc.legado.filter.AuthFilter,"mapearParaPermissao/2[java.lang.String,java.lang.String]",false,80,1,3,1,2,3,2,7,3,2,2,2,2,1,0,2,0,0,1,0,2,1,1,0,0,0,11,2,0,false
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\ejb\auth\IAuthEJB.java,tcc.legado.ejb.auth.IAuthEJB,"autenticar/2[java.lang.String,java.lang.String]",false,6,1,1,1,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,false
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\model\UsuarioAuth.java,tcc.legado.model.UsuarioAuth,getMatricula/0,false,16,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\model\UsuarioAuth.java,tcc.legado.model.UsuarioAuth,setSenha/1[java.lang.String],false,19,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,false
