file,class,method,variable,usage
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\service\EmprestimoService.java,tcc.legado.service.EmprestimoService,atualizarMultasAtrasadas/0,usuarioDAO,1
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\service\EmprestimoService.java,tcc.legado.service.EmprestimoService,listarTodos/0,emprestimoDAO,1
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\service\EmprestimoService.java,tcc.legado.service.EmprestimoService,calcularDataPrevistaComFeriados/1[int],LOG,2
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\ejb\usuario\UsuarioEJB.java,tcc.legado.ejb.usuario.UsuarioEJB,buscarPorId/1[java.lang.Long],usuarioService,1
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\ejb\usuario\UsuarioEJB.java,tcc.legado.ejb.usuario.UsuarioEJB,atualizar/1[tcc.legado.model.Usuario],usuarioService,1
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\ejb\usuario\UsuarioEJB.java,tcc.legado.ejb.usuario.UsuarioEJB,listarTodos/0,usuarioService,1
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\ejb\usuario\UsuarioEJB.java,tcc.legado.ejb.usuario.UsuarioEJB,buscarPorMatricula/1[java.lang.String],usuarioService,1
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\ejb\usuario\UsuarioEJB.java,tcc.legado.ejb.usuario.UsuarioEJB,salvar/1[tcc.legado.model.Usuario],usuarioService,1
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\ejb\usuario\UsuarioEJB.java,tcc.legado.ejb.usuario.UsuarioEJB,excluir/1[java.lang.Long],usuarioService,1
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\model\Emprestimo.java,tcc.legado.model.Emprestimo,setDataEmprestimo/1[java.util.Date],dataEmprestimo,3
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\model\Emprestimo.java,tcc.legado.model.Emprestimo,setIdLivro/1[java.lang.Long],idLivro,3
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\model\Emprestimo.java,tcc.legado.model.Emprestimo,getDataEmprestimo/0,dataEmprestimo,1
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\model\Emprestimo.java,tcc.legado.model.Emprestimo,getDataDevolucaoReal/0,dataDevolucaoReal,1
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\model\Emprestimo.java,tcc.legado.model.Emprestimo,setId/1[java.lang.Long],id,3
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\model\Emprestimo.java,tcc.legado.model.Emprestimo,setMulta/1[java.lang.Double],multa,3
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\model\Emprestimo.java,tcc.legado.model.Emprestimo,getId/0,id,1
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\model\Emprestimo.java,tcc.legado.model.Emprestimo,setIdUsuario/1[java.lang.Long],idUsuario,3
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\model\Emprestimo.java,tcc.legado.model.Emprestimo,getIdUsuario/0,idUsuario,1
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\model\Emprestimo.java,tcc.legado.model.Emprestimo,getIdLivro/0,idLivro,1
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\model\Emprestimo.java,tcc.legado.model.Emprestimo,getMulta/0,multa,1
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\model\Emprestimo.java,tcc.legado.model.Emprestimo,getDataPrevistaDevolucao/0,dataPrevistaDevolucao,1
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\model\Emprestimo.java,tcc.legado.model.Emprestimo,setDataPrevistaDevolucao/1[java.util.Date],dataPrevistaDevolucao,3
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\model\Emprestimo.java,tcc.legado.model.Emprestimo,setDataDevolucaoReal/1[java.util.Date],dataDevolucaoReal,3
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\job\AtualizarMaisEmprestadosJob.java,tcc.legado.job.AtualizarMaisEmprestadosJob,execute/1[tcc.legado.job.JobExecutionContext],LOG,7
